hex_id,c_lon,c_lat,geometry
5360c3e55a8b1e22,103.48659,30.73026,"103.48659, 30.73026"
1160783ad814de2a,104.03218,30.43993,"104.03218, 30.43993"
4f1e762ee6089ba1,104.0998,30.94942,"104.0998, 30.94942"
4d28a50f1880cb72,103.9039,30.51736,"103.9039, 30.51736"
b8ba1bda4dc19b03,104.33072,30.61986,"104.33072, 30.61986"
d26a2112d6d846e8,103.53752,30.69766,"103.53752, 30.69766"
08c816abd0a9a583,103.68076,30.45826,"103.68076, 30.45826"
f4e24618a66e0be0,104.19325,30.47277,"104.19325, 30.47277"
52aad756ea14c94d,104.09923,30.25374,"104.09923, 30.25374"
e137e819b0786233,103.80565,30.74154,"103.80565, 30.74154"
c5fa0df05aefb38a,103.86156,30.35806,"103.86156, 30.35806"
30ed27f20cbd9592,103.87954,30.4924,"103.87954, 30.4924"
1b7f1178850f0fd9,103.58762,30.80374,"103.58762, 30.80374"
0272401f080e728a,104.45893,30.81108,"104.45893, 30.81108"
2d72b04b4cc72754,104.04032,30.52546,"104.04032, 30.52546"
3fc1298071935bd8,103.43042,30.40065,"103.43042, 30.40065"
4c443b7a94e7730d,104.33489,30.63952,"104.33489, 30.63952"
c05399d011cdaaa1,103.8181,30.66142,"103.8181, 30.66142"
e022a4b4ec5b6d7b,104.6191,30.74093,"104.6191, 30.74093"
aaf5027fd34ed684,104.33507,30.68598,"104.33507, 30.68598"
d2321939a65de132,103.9812,30.56553,"103.9812, 30.56553"
d65274cc0f7f6751,103.5087,30.1722,"103.5087, 30.1722"
ac5181b1d1ed3e4a,103.63122,31.01948,"103.63122, 31.01948"
66c94467c8d690b9,104.0976,30.75383,"104.0976, 30.75383"
eb03c7b7c1aba725,103.86252,30.83085,"103.86252, 30.83085"
541e867379cb768f,103.75729,30.59894,"103.75729, 30.59894"
95989ca9e3561032,104.21061,30.92284,"104.21061, 30.92284"
c6a1df156845238f,103.92822,30.58863,"103.92822, 30.58863"
6f146dde5a7edecb,103.838,30.05604,"103.838, 30.05604"
ad61656e6ef29ce2,104.28139,30.56992,"104.28139, 30.56992"
1ec05d3e1e2002cd,103.37898,30.28525,"103.37898, 30.28525"
fdb44be7a07d0cf3,104.18707,30.44335,"104.18707, 30.44335"
37de4b09498ac480,103.60252,30.68731,"103.60252, 30.68731"
b05e8b784f2ec6a7,103.88733,30.6705,"103.88733, 30.6705"
1a6c26635d7bd52e,103.5561,30.64709,"103.5561, 30.64709"
5f565ee50b088fcb,104.22285,30.88888,"104.22285, 30.88888"
57d92ad44de2d8cb,104.03012,30.66184,"104.03012, 30.66184"
f511696e1bc8038d,104.55113,30.742,"104.55113, 30.742"
b121f3dfba4074aa,104.04437,30.2672,"104.04437, 30.2672"
4c3603bdfa2b05eb,103.91956,30.92025,"103.91956, 30.92025"
58085f30b4205185,103.76195,30.43354,"103.76195, 30.43354"
a642c6e1229ca63a,103.6524,30.45996,"103.6524, 30.45996"
4cee514d997aa96f,104.23752,31.00428,"104.23752, 31.00428"
ba68e35533401fcb,103.66448,30.47243,"103.66448, 30.47243"
90c91b59ce0e518e,103.98747,30.31711,"103.98747, 30.31711"
cc71e0be04dd79ee,104.36468,30.41528,"104.36468, 30.41528"
2858aab420fdcc38,104.1054,30.32941,"104.1054, 30.32941"
75c95b102c88a69b,103.99962,30.42213,"103.99962, 30.42213"
cb4fe73ebb66f5e5,103.84985,31.00382,"103.84985, 31.00382"
853e3df2b32a769a,104.20346,30.47543,"104.20346, 30.47543"
a8c6c0ee0d922092,104.11787,30.5736,"104.11787, 30.5736"
39506b100c2b6fd3,103.94794,31.15076,"103.94794, 31.15076"
03e38ba25a4f8bd5,104.16492,30.61374,"104.16492, 30.61374"
4d6ed5277c90f7a9,103.48111,30.36802,"103.48111, 30.36802"
1fb01ca40313108d,103.24196,30.7011,"103.24196, 30.7011"
568c3af6c97e1919,104.34134,30.71548,"104.34134, 30.71548"
b0fee878fd594653,103.81168,30.77096,"103.81168, 30.77096"
cbf7ef875cea347a,103.87301,30.69452,"103.87301, 30.69452"
bbc6369c80c1b1ca,104.33416,30.45375,"104.33416, 30.45375"
dbf7af55020e8072,103.71034,30.65128,"103.71034, 30.65128"
f1ec17f2e3d9892c,104.09576,31.0227,"104.09576, 31.0227"
5fd28c91345c6793,103.49443,30.48252,"103.49443, 30.48252"
ca703433d70823e6,103.8588,30.67222,"103.8588, 30.67222"
253c7dd0e62d5310,104.07317,31.00742,"104.07317, 31.00742"
0501af87f2ae3fa2,104.13637,30.66193,"104.13637, 30.66193"
f973e44e7873aa97,104.17624,31.22068,"104.17624, 31.22068"
bedd4ae2f97aeb40,103.80336,30.82438,"103.80336, 30.82438"
8a1827144270351d,103.68317,30.37564,"103.68317, 30.37564"
ef3de1075ebd64fb,103.66024,30.92523,"103.66024, 30.92523"
3058602afba461a4,103.6307,30.73192,"103.6307, 30.73192"
543d99197d67310a,103.78421,30.44868,"103.78421, 30.44868"
0bb6d731c7daf597,104.19934,30.45581,"104.19934, 30.45581"
0734d102efc65f75,104.16706,30.66997,"104.16706, 30.66997"
53d4c84b4a02dd2b,104.72856,30.3045,"104.72856, 30.3045"
2d1e7dca59f36318,103.69046,30.55338,"103.69046, 30.55338"
d7d7be58acc02238,104.03012,30.75461,"104.03012, 30.75461"
6657ca7960d9b384,104.70483,30.64209,"104.70483, 30.64209"
f76ea00790087c76,103.94831,30.82578,"103.94831, 30.82578"
98acd1282414721a,103.92854,30.35718,"103.92854, 30.35718"
dce8521f4b94d534,104.41984,30.81022,"104.41984, 30.81022"
abddaa75fad8afd3,103.55754,30.41618,"103.55754, 30.41618"
c05f415a8e314430,104.35619,30.83084,"104.35619, 30.83084"
7c3dc47c287d9a76,103.68523,30.81138,"103.68523, 30.81138"
b482aa18ac5f334d,104.07724,30.93417,"104.07724, 30.93417"
9f45c448e4204fae,103.64784,30.959,"103.64784, 30.959"
4e1a62818b4cab43,104.77329,30.68751,"104.77329, 30.68751"
1f5168516823eb19,103.66008,30.54529,"103.66008, 30.54529"
bc033d6fb54b3150,103.66622,30.95466,"103.66622, 30.95466"
75b07ec2e89222a6,104.02402,30.44706,"104.02402, 30.44706"
18ef3655da9320f3,120.35936,30.31618,"120.35936, 30.31618"
b04cb2539779be62,104.00964,30.84202,"104.00964, 30.84202"
90933b5d44bd6414,104.22677,30.81559,"104.22677, 30.81559"
150b1a2ea40d88d1,104.51212,30.42546,"104.51212, 30.42546"
acb9a180325be185,104.17308,30.6066,"104.17308, 30.6066"
548d0aee019df366,103.4343,30.42018,"103.4343, 30.42018"
f82275e379c6030e,104.38618,30.1984,"104.38618, 30.1984"
bd8fd2b1ebb937ce,103.79057,30.99727,"103.79057, 30.99727"
70ae911b0577ea6c,103.87705,30.71414,"103.87705, 30.71414"
21f43d0282d18a71,104.0342,30.86707,"104.0342, 30.86707"
76a9ae497a41e1fc,103.80106,30.90726,"103.80106, 30.90726"
720fd50569920060,103.71316,30.9487,"103.71316, 30.9487"
8e3efe66f349ba6e,103.66822,30.5382,"103.66822, 30.5382"
1d5cad1bcce00e99,104.37908,30.89257,"104.37908, 30.89257"
87daa9abed424fa3,103.85602,30.9869,"103.85602, 30.9869"
7ae0264833f6bce6,104.1081,31.03525,"104.1081, 31.03525"
b115b156c163d7b1,103.68017,31.02336,"103.68017, 31.02336"
1012a1fcf83e15c2,103.78128,30.71651,"103.78128, 30.71651"
8114936bd7fbc0e0,103.52336,30.38856,"103.52336, 30.38856"
78a0bc0f98b81377,103.70556,30.81682,"103.70556, 30.81682"
63af32d2b6b5a41e,103.43079,30.35455,"103.43079, 30.35455"
64e931ab105cb264,104.06274,30.49426,"104.06274, 30.49426"
b0e4d59388b240f5,104.63834,30.82959,"104.63834, 30.82959"
e9b93960f7df28e9,103.60054,30.67752,"103.60054, 30.67752"
ca17f90238a3de98,104.2756,30.67978,"104.2756, 30.67978"
6c36fc3b39c9e47b,104.36488,30.4617,"104.36488, 30.4617"
360ef2700768c1d6,104.61132,30.25609,"104.61132, 30.25609"
cf3228871302fc27,103.69257,30.98958,"103.69257, 30.98958"
fa016c205264e386,103.66538,30.28772,"103.66538, 30.28772"
eca676a7ecd15dc5,104.48446,30.25144,"104.48446, 30.25144"
eb0ade5ced485cc0,103.84212,30.82542,"103.84212, 30.82542"
16e2d362bdf2bdec,104.67116,30.30845,"104.67116, 30.30845"
9b503286af27b2c6,103.87272,30.83356,"103.87272, 30.83356"
9604d2aaa73234b8,103.83455,30.60092,"103.83455, 30.60092"
66ef4edb26ab4003,103.70994,30.27178,"103.70994, 30.27178"
af638cb3e1041898,104.13606,30.43004,"104.13606, 30.43004"
c4a8917cc33103e8,104.39902,30.75835,"104.39902, 30.75835"
6f1e1e9175fc1111,104.71524,30.42178,"104.71524, 30.42178"
f1208d00509eef3e,104.6198,30.83412,"104.6198, 30.83412"
2f8e74c5e41c3871,103.71234,30.66108,"103.71234, 30.66108"
657fafab4537d8bc,104.17892,30.45049,"104.17892, 30.45049"
c8f39dca4397bf38,103.65345,30.65463,"103.65345, 30.65463"
a8e73cf15f69892d,103.86717,30.57249,"103.86717, 30.57249"
d15f73ca4b2d3c0e,103.54962,30.71016,"103.54962, 30.71016"
774730f597317101,103.96459,30.90436,"103.96459, 30.90436"
2dff3bd051efd521,104.83561,30.52676,"104.83561, 30.52676"
c102bb4db78cacac,104.19738,30.49238,"104.19738, 30.49238"
11ae3aba80db4e1e,103.69088,30.46095,"103.69088, 30.46095"
14f932868a9fa736,104.24265,30.6155,"104.24265, 30.6155"
a3c720bab012adca,104.56705,30.36534,"104.56705, 30.36534"
267fcf1f0ead25ea,103.6784,30.96721,"103.6784, 30.96721"
da7a1979b41a0ce1,103.6265,30.37908,"103.6265, 30.37908"
1807da3d0f1f9c97,104.03216,30.67165,"104.03216, 30.67165"
774cccc80ec1550b,103.52624,30.25997,"103.52624, 30.25997"
4fe5015455edc198,103.8255,30.93234,"103.8255, 30.93234"
c1ac413cd65e2dd2,103.46647,30.43804,"103.46647, 30.43804"
93cf1a1671a1cae0,104.17686,30.44069,"104.17686, 30.44069"
4cb22bd17b36eb20,104.01587,30.50051,"104.01587, 30.50051"
88d2083e762eb721,104.02604,30.59586,"104.02604, 30.59586"
b7f38c458e0d54cb,104.17772,30.9049,"104.17772, 30.9049"
7b97982638d9a5f0,104.14852,30.58163,"104.14852, 30.58163"
0cea0ead62baf147,103.97718,30.4996,"103.97718, 30.4996"
63e278bfc1c2c6ed,103.89566,30.57076,"103.89566, 30.57076"
7464ef489c814e7c,103.75062,30.75469,"103.75062, 30.75469"
f0bd5fc5ee69806b,104.15624,30.29636,"104.15624, 30.29636"
31d8d28345f265be,104.18528,30.57269,"104.18528, 30.57269"
788d18433f0d2ad8,103.9809,30.98298,"103.9809, 30.98298"
976fd55d39ce179d,104.56357,30.7545,"104.56357, 30.7545"
d71c4778a4b67acb,103.99327,30.85625,"103.99327, 30.85625"
ffeb8098afc86cd3,103.87282,30.7872,"103.87282, 30.7872"
fc210e65ba38d5c9,104.49903,31.3149,"104.49903, 31.3149"
68e48c9185b866dd,103.51392,30.29363,"103.51392, 30.29363"
a065180a224355d2,104.2285,30.68604,"104.2285, 30.68604"
f03a36a74343e38f,104.3541,30.82099,"104.3541, 30.82099"
bb378cea3f7d3bcb,104.65222,30.75876,"104.65222, 30.75876"
21fa408e8312fbc2,103.91332,30.9836,"103.91332, 30.9836"
90eaf79c53984b4e,103.37592,30.17367,"103.37592, 30.17367"
653440cb1cc6e8f7,103.87484,30.79702,"103.87484, 30.79702"
a3e625892769e592,104.75086,30.49588,"104.75086, 30.49588"
e5c6e376366d4d32,104.7551,30.07012,"104.7551, 30.07012"
d29ffb059c57d562,104.52322,30.88355,"104.52322, 30.88355"
582e95ad90a38381,104.46553,30.88718,"104.46553, 30.88718"
020f697369172748,103.40407,30.17198,"103.40407, 30.17198"
58daf4664d164149,103.4941,30.52868,"103.4941, 30.52868"
83afaf238d478cab,104.00961,30.93486,"104.00961, 30.93486"
eccb3421526993a3,104.24227,30.47626,"104.24227, 30.47626"
020f8527cbf11870,103.65182,30.97863,"103.65182, 30.97863"
8caab3fdb777d26a,103.60512,30.22552,"103.60512, 30.22552"
e6c655be05389592,104.1446,30.7012,"104.1446, 30.7012"
f853f83604cf6cda,104.35673,30.46887,"104.35673, 30.46887"
42c4ac54047d5fcc,104.41398,30.87377,"104.41398, 30.87377"
cb095c38e049487e,103.73809,30.83478,"103.73809, 30.83478"
30bba2d1f51db46d,103.71927,30.45924,"103.71927, 30.45924"
0d24629b240d5c53,104.14023,30.49601,"104.14023, 30.49601"
5e816bbd8e0fd067,103.25341,30.3715,"103.25341, 30.3715"
a38018cba23abbda,103.9808,31.12233,"103.9808, 31.12233"
21fa3ad467bfa86c,103.71716,30.96833,"103.71716, 30.96833"
3dfcc8aedf63ee3f,102.99958,29.98948,"102.99958, 29.98948"
f4e8af8e601d3ad6,103.50292,30.71613,"103.50292, 30.71613"
5e032b8e211b8762,104.75516,30.51556,"104.75516, 30.51556"
8afd3d08576dc909,103.93459,30.38654,"103.93459, 30.38654"
6891b74dc240a0a4,104.33925,30.70564,"104.33925, 30.70564"
92aa71cd2c676b35,103.4309,30.59494,"103.4309, 30.59494"
be996087ef8d043c,103.62897,30.67586,"103.62897, 30.67586"
adcc06b475a8d9fe,104.11362,30.41492,"104.11362, 30.41492"
2f781fca2294603a,103.70856,30.59523,"103.70856, 30.59523"
42f1a5c9ac09b75c,103.99744,30.69034,"103.99744, 30.69034"
94d577aa0af941a1,104.34818,30.88452,"104.34818, 30.88452"
d7924b137872668e,104.45377,30.24356,"104.45377, 30.24356"
b58dc5ab7f076943,103.58313,30.87668,"103.58313, 30.87668"
e3fcbf1f7f05f8de,103.6546,30.42355,"103.6546, 30.42355"
541b18c47b260125,103.39327,30.26138,"103.39327, 30.26138"
8dfb03fa4b042de6,104.08743,30.84398,"104.08743, 30.84398"
e4227736a0fe5bc3,103.62576,30.51763,"103.62576, 30.51763"
6a58b2ad794e2df6,103.75192,30.9498,"103.75192, 30.9498"
072fba2c070c87e9,104.36906,30.48134,"104.36906, 30.48134"
b7a7a8507a2b2640,103.62576,30.89742,"103.62576, 30.89742"
932388a7af55c168,103.73554,30.96398,"103.73554, 30.96398"
580f978ef8667a60,103.25106,30.60184,"103.25106, 30.60184"
4245624efccc3778,103.57687,30.22726,"103.57687, 30.22726"
94400d95a944b771,104.1646,30.42822,"104.1646, 30.42822"
941f23dc3567a3de,103.77622,30.40955,"103.77622, 30.40955"
e36f6b586e7f3a62,104.11553,30.28576,"104.11553, 30.28576"
3a25bbc8c5e1894e,104.62264,30.12919,"104.62264, 30.12919"
0997cc8a45f1d072,103.35464,30.30642,"103.35464, 30.30642"
eba6e337caaa444a,104.53264,30.43074,"104.53264, 30.43074"
7a3588bf9fc70d80,103.58056,30.62587,"103.58056, 30.62587"
c21c19483c932de2,103.77008,30.42644,"103.77008, 30.42644"
49c2e17d99bea774,104.38098,30.85588,"104.38098, 30.85588"
318b883506e1a565,103.95615,31.14366,"103.95615, 31.14366"
6972322a25c15b2a,103.95008,31.06769,"103.95008, 31.06769"
4b7b11622ffcdc1c,103.66076,30.40668,"103.66076, 30.40668"
0fa6620ea06e92fe,104.03828,30.74749,"104.03828, 30.74749"
e34fe7032702a1e7,104.32934,30.79596,"104.32934, 30.79596"
db172928161f0fa0,103.6322,30.83425,"103.6322, 30.83425"
07c69384c123fe42,103.6982,30.63878,"103.6982, 30.63878"
96d2e08fd74204b6,103.53738,31.03127,"103.53738, 31.03127"
2a01fcd54b7dfc87,104.26201,30.93633,"104.26201, 30.93633"
f97de55b99db2e40,104.56144,30.74466,"104.56144, 30.74466"
0a8d677878416ee4,103.85532,30.4212,"103.85532, 30.4212"
c788ae4bad42082b,104.34268,30.53945,"104.34268, 30.53945"
9da1d85bf4be3a59,103.97865,31.25194,"103.97865, 31.25194"
2743231af4da46f1,103.68755,30.30283,"103.68755, 30.30283"
7733627e5f50b816,103.89584,30.47818,"103.89584, 30.47818"
b9d72a4c57abf181,104.31702,30.23614,"104.31702, 30.23614"
782cbcde8843bf24,104.10958,30.44166,"104.10958, 30.44166"
6a38a351b93445e4,103.62526,30.99004,"103.62526, 30.99004"
cad3c34f3590ac4a,103.78206,31.09713,"103.78206, 31.09713"
78c34bedaa4fe601,103.56425,30.64002,"103.56425, 30.64002"
8595643431fc8f87,103.77822,30.41933,"103.77822, 30.41933"
9ec5977de26277d9,103.7696,30.56517,"103.7696, 30.56517"
70afc1165908474e,103.80435,30.5003,"103.80435, 30.5003"
1722899bcefb6027,103.6616,30.64754,"103.6616, 30.64754"
e27e69ca8fc6bd30,103.82289,30.40339,"103.82289, 30.40339"
a8c56312b5a846f6,103.94879,30.40878,"103.94879, 30.40878"
f82c5350d251560f,103.76814,30.98198,"103.76814, 30.98198"
574cbdd686eb2259,103.95238,30.84542,"103.95238, 30.84542"
56e3a5196db3ece3,104.26078,30.51816,"104.26078, 30.51816"
08170392cc59b2d6,104.54657,30.67576,"104.54657, 30.67576"
8489200947471101,103.57411,31.02263,"103.57411, 31.02263"
1f9be1725080107e,104.26658,30.40841,"104.26658, 30.40841"
67774f628d3ecd1d,104.079,30.43367,"104.079, 30.43367"
8c3f40151ca87b80,103.76577,30.49934,"103.76577, 30.49934"
e2702289d9a93669,104.00364,30.53436,"104.00364, 30.53436"
6d27857a9bf98249,104.41375,30.82723,"104.41375, 30.82723"
a925165aa71bde40,104.41586,30.83708,"104.41586, 30.83708"
18ea6c37a09836c8,103.99746,30.64398,"103.99746, 30.64398"
6517dba851f7302b,103.64164,30.97589,"103.64164, 30.97589"
38838270f0095520,103.84141,31.10373,"103.84141, 31.10373"
02cbfe2ef651e305,103.69856,31.01902,"103.69856, 31.01902"
e40f259475c8f5f3,104.22458,30.75929,"104.22458, 30.75929"
83b441c671abf049,104.03828,30.7011,"104.03828, 30.7011"
4ad275e2cd1efc76,103.94868,30.50137,"103.94868, 30.50137"
0460643dde85838b,103.58816,30.71125,"103.58816, 30.71125"
be9deef4700c7278,103.85772,31.13597,"103.85772, 31.13597"
f774f1d060bc1b68,104.13231,30.6887,"104.13231, 30.6887"
8a66c42bd1addc93,103.82601,30.74694,"103.82601, 30.74694"
aa8b9415875a0805,103.93972,31.15786,"103.93972, 31.15786"
41e34d3c6919048e,104.41843,30.94003,"104.41843, 30.94003"
1530231fb692aa25,103.89312,30.83898,"103.89312, 30.83898"
033ecab9739b7534,104.31906,30.79327,"104.31906, 30.79327"
6ed448e3fab74339,104.12592,30.47374,"104.12592, 30.47374"
94ec069b4d29b2b6,104.13008,30.53971,"104.13008, 30.53971"
8a32d85edcf05cd7,103.64363,30.9857,"103.64363, 30.9857"
508091a74547aa04,103.97928,30.4168,"103.97928, 30.4168"
0a7052eeddcf8717,103.8809,30.82646,"103.8809, 30.82646"
c64dead508b4522f,104.37257,30.81652,"104.37257, 30.81652"
80657709ffc481ee,104.59273,30.79922,"104.59273, 30.79922"
b37a5b831a427db2,104.04445,31.00911,"104.04445, 31.00911"
a1222d3e95e1a6c8,103.50816,30.83796,"103.50816, 30.83796"
66c6a7ad3e1243c3,104.32046,30.6172,"104.32046, 30.6172"
dab09a9d3e35072e,103.64576,30.56924,"103.64576, 30.56924"
dd9ee947a64d70bc,104.07518,30.92434,"104.07518, 30.92434"
d8208e4444452102,104.31735,30.32888,"104.31735, 30.32888"
1cb50492ff2d01ba,104.3841,30.1886,"104.3841, 30.1886"
ee1c88bea927d9f1,104.25443,30.44234,"104.25443, 30.44234"
d53f885c4ff30d49,104.05262,30.86266,"104.05262, 30.86266"
297cd2837ee20625,103.67482,30.42892,"103.67482, 30.42892"
02df6793a39ea0d6,104.44738,30.57584,"104.44738, 30.57584"
0d30682a8e30edaa,103.64126,30.26284,"103.64126, 30.26284"
03d6479ddba13b66,104.01781,30.88131,"104.01781, 30.88131"
b491d8b7ca2181a6,104.67988,30.1252,"104.67988, 30.1252"
20dbbcb7246818a3,103.84082,30.53774,"103.84082, 30.53774"
c6e6cd3fc8201552,103.58142,30.82062,"103.58142, 30.82062"
5a2e797c95721533,103.80006,30.57325,"103.80006, 30.57325"
d0042b87e85d73d7,104.57356,30.7106,"104.57356, 30.7106"
470b04dcd2386c2c,105.56866,30.51498,"105.56866, 30.51498"
2a6e123bc6973ac2,103.79664,30.36869,"103.79664, 30.36869"
17edcb25e33bb329,103.62154,30.9241,"103.62154, 30.9241"
2a91e911c9b478ce,104.3681,31.20606,"104.3681, 31.20606"
4efaee91a000ccf5,103.77391,30.49224,"103.77391, 30.49224"
cb2a7c150eb2aa74,104.07304,30.7288,"104.07304, 30.7288"
2f0d4993e3e45959,103.85064,29.83781,"103.85064, 29.83781"
7c95d88f0517b587,104.18151,30.73872,"104.18151, 30.73872"
a3872c199fe6ae22,104.48242,30.60346,"104.48242, 30.60346"
066211e2abe0827e,103.82134,30.95908,"103.82134, 30.95908"
57d883f5f846d1cb,103.39754,30.475,"103.39754, 30.475"
68eaab15618d84b0,103.8484,30.76217,"103.8484, 30.76217"
21a45932caed3dd3,104.19299,31.34614,"104.19299, 31.34614"
3b36e7db0b2b5558,103.77866,30.892,"103.77866, 30.892"
ef12ecb9ac3bb0cd,103.9915,30.38296,"103.9915, 30.38296"
d5c9d45ffef549a5,104.68243,30.67354,"104.68243, 30.67354"
a61a6687d3a54a63,104.35638,30.87736,"104.35638, 30.87736"
5f61cd1f05d9e2fb,103.95451,30.76248,"103.95451, 30.76248"
c0db5f288324c591,103.7839,30.54118,"103.7839, 30.54118"
ed912dce15958a59,103.83712,31.17692,"103.83712, 31.17692"
3acc275279e27dad,104.04236,30.53526,"104.04236, 30.53526"
8c0154fc7187c395,103.96854,31.0633,"103.96854, 31.0633"
168d0e9bebf5a8bb,104.39626,30.60903,"104.39626, 30.60903"
a0704a11e52f03c9,103.37858,30.33132,"103.37858, 30.33132"
7f0b824b638d2b7d,103.55869,30.23166,"103.55869, 30.23166"
1339603cc40c8ec2,103.82438,30.59822,"103.82438, 30.59822"
975412d2a4e2e8e5,103.65194,30.55238,"103.65194, 30.55238"
26cc2810daa962a8,104.18592,30.89777,"104.18592, 30.89777"
c63872b6a9e48f24,103.76847,30.88928,"103.76847, 30.88928"
6ce9e71a3abb1919,103.90576,30.61976,"103.90576, 30.61976"
3d8fc5e61a5f35a5,103.84918,30.43809,"103.84918, 30.43809"
e3e1c54bab94bd02,103.81867,31.18126,"103.81867, 31.18126"
b6e74af41f7a67bc,103.37432,30.35788,"103.37432, 30.35788"
8098d39eff602ce9,103.40448,30.36598,"103.40448, 30.36598"
c1cb2138d1957104,103.49768,30.5944,"103.49768, 30.5944"
c8068b13691460c3,104.4695,30.49801,"104.4695, 30.49801"
9afd17256c79e118,104.23886,30.73518,"104.23886, 30.73518"
c2ecd8a7280dcd05,103.2825,30.2778,"103.2825, 30.2778"
2d899becb044b7ba,104.208,30.68068,"104.208, 30.68068"
dbcef64ae38052a0,103.91324,31.03002,"103.91324, 31.03002"
ccc95aa55a7b7741,103.55362,30.39664,"103.55362, 30.39664"
7380ad2fc6e345fd,104.33125,30.75929,"104.33125, 30.75929"
950ebd04f81cf397,104.12208,30.68602,"104.12208, 30.68602"
a6e7b00396dc5174,103.36235,30.34542,"103.36235, 30.34542"
e908b4445ad3a7ab,104.33334,30.76913,"104.33334, 30.76913"
14b55e56bb39b08f,103.49378,30.57484,"103.49378, 30.57484"
4dc0a681d60c8d6b,103.59644,31.03794,"103.59644, 31.03794"
4fe967263f680fdc,103.95003,31.11414,"103.95003, 31.11414"
78aafeada01a51ab,104.13025,30.67888,"104.13025, 30.67888"
f10640271e7c455c,103.51665,30.78466,"103.51665, 30.78466"
56213b2244c35f38,103.88908,30.81935,"103.88908, 30.81935"
7f6b780eea93b409,104.1098,30.67352,"104.1098, 30.67352"
b15516001c259861,103.42424,30.41748,"103.42424, 30.41748"
aaea8655b686586d,103.65878,30.39691,"103.65878, 30.39691"
11755eb7440e4d36,104.35142,30.67166,"104.35142, 30.67166"
298f45984b376679,103.51202,30.57048,"103.51202, 30.57048"
02a24b2a198c4f4f,104.44404,30.33376,"104.44404, 30.33376"
8ceb51d9a0035e47,104.29372,30.5824,"104.29372, 30.5824"
b649be1f3bb06f55,103.95014,31.02124,"103.95014, 31.02124"
17bc1aa7a4754b27,103.82064,30.4861,"103.82064, 30.4861"
40304f6f40b80eae,103.48825,30.49936,"103.48825, 30.49936"
e196126011f6366d,104.08132,30.90738,"104.08132, 30.90738"
74d825ef39ee0e71,103.74173,30.94708,"103.74173, 30.94708"
1415854ca1ca8351,103.94222,30.79633,"103.94222, 30.79633"
cb0c8a7d336319ac,104.60416,30.67202,"104.60416, 30.67202"
ad8c8796bdfda1cf,103.70916,30.92908,"103.70916, 30.92908"
535cf44543c10807,104.14234,30.55219,"104.14234, 30.55219"
1e699d26b61f5915,103.72268,30.61752,"103.72268, 30.61752"
b9222c1b886f5359,104.38746,30.47682,"104.38746, 30.47682"
f299fee45ed8cf9b,103.827,31.12775,"103.827, 31.12775"
a7e5c9728d156772,103.00766,29.98246,"103.00766, 29.98246"
571321e8c81a9f49,103.81396,30.68812,"103.81396, 30.68812"
aebc129b8a1da1d5,104.31246,30.67081,"104.31246, 30.67081"
74a8545ae4dab647,103.86676,30.75777,"103.86676, 30.75777"
0883e8b50f19be6e,104.09134,30.5852,"104.09134, 30.5852"
1ac8bb10f40781a4,103.56818,30.65959,"103.56818, 30.65959"
4280c85441723383,104.2079,30.63426,"104.2079, 30.63426"
6f1af39a8535bd78,103.7922,30.48783,"103.7922, 30.48783"
bdc65df189162f99,104.12177,30.40778,"104.12177, 30.40778"
9bf2e9c5ee44fbcd,103.77835,30.98472,"103.77835, 30.98472"
3a07d22aa936944d,104.16034,30.31595,"104.16034, 30.31595"
1ee6923ed6cb0e76,104.32739,30.28514,"104.32739, 30.28514"
778aa30ddb97c109,103.5048,30.1527,"103.5048, 30.1527"
6a637710aca04528,104.14453,30.65479,"104.14453, 30.65479"
2dccc2eaee3fcd20,103.5755,30.79122,"103.5755, 30.79122"
029a46e24b684f71,103.46258,30.41851,"103.46258, 30.41851"
ca8152fa03c7bce9,103.97732,30.31445,"103.97732, 30.31445"
c739f02393278443,103.66468,30.85223,"103.66468, 30.85223"
7229fcda2da50078,104.03624,30.78407,"104.03624, 30.78407"
4db6c2923140d8fb,103.81235,30.53946,"103.81235, 30.53946"
e0437073b0b62c50,103.58193,30.39494,"103.58193, 30.39494"
16d0fac7d65badf4,103.64284,30.74442,"103.64284, 30.74442"
dde8fd902695da2f,103.95848,30.87488,"103.95848, 30.87488"
55da0a64b8838e24,104.27294,30.48424,"104.27294, 30.48424"
ea5ee6720b40b0ba,103.64102,30.30898,"103.64102, 30.30898"
970c3044f77488c5,103.69361,30.758,"103.69361, 30.758"
b8baf24e7bb2a637,104.06906,30.98775,"104.06906, 30.98775"
d3d8632554879d59,104.09544,30.60482,"104.09544, 30.60482"
6455437420b57063,105.34982,30.11668,"105.34982, 30.11668"
636ca81ba94c7710,104.1834,30.65569,"104.1834, 30.65569"
c577625aa9692420,104.17514,30.61642,"104.17514, 30.61642"
5a8298719bb0e3d2,104.57585,30.45112,"104.57585, 30.45112"
0036623581f778aa,104.84231,30.3798,"104.84231, 30.3798"
cca17adb676a33f2,104.6497,30.70232,"104.6497, 30.70232"
ecb204b8dd6540b7,104.33,30.43412,"104.33, 30.43412"
85388e94b41c2007,103.79376,30.63642,"103.79376, 30.63642"
3099454c1f3d0a11,103.86028,30.91377,"103.86028, 30.91377"
2402db3c7d500b44,104.21564,30.44152,"104.21564, 30.44152"
31f2cc7f609c1822,104.0034,31.09116,"104.0034, 31.09116"
883629064fe052c6,103.95456,30.71611,"103.95456, 30.71611"
